Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Host_Countries,Count,Broadcast_Revenue,Sum_Revenue
"Stephen Michael ""Steve"" Wood",M,31,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,Spain,1,636,636
Todd Andrew Woodbridge,M,25,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Doubles,Gold,United States of America,5,898,1944.05
Todd Andrew Woodbridge,M,29,Australia,AUS,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Men's Doubles,Silver,Australia,1,1332,1332
Mark Raymond Woodforde,M,30,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Doubles,Gold,United States of America,5,898,1944.05
Mark Raymond Woodforde,M,34,Australia,AUS,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Men's Doubles,Silver,Australia,1,1332,1332
Danielle Woodhouse (Gusterson-),F,31,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,Australia,1,1332,1332
"Robert ""Rob"" Woodhouse",M,18,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Individual Medley,Bronze,United States of America,5,287,1944.05
Dean Anthony Woods,M,18,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,United States of America,5,287,1944.05
Dean Anthony Woods,M,22,Australia,AUS,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Silver,South Korea,2,403,1839
Dean Anthony Woods,M,22,Australia,AUS,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,South Korea,2,403,1839
Dean Anthony Woods,M,30,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,United States of America,5,898,1944.05
Taryn Nadine Woods,F,25,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,Australia,1,1332,1332
Danielle Anne Woodward,F,27,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Silver,Spain,1,636,636
Stephen Brian Wooldridge,M,26,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,Greece,1,1494,1494
Taylor Worth,M,25,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Team,Bronze,Brazil,1,2868,2868
Belinda Wright (-Barnes),F,27,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze,China,1,1739,1739
Melissa Paige Wu,F,16,Australia,AUS,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Synchronized Platform,Silver,China,1,1739,1739
Kerry Anne Wyborn (-Newsome),F,26,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver,Greece,1,1494,1494
Kerry Anne Wyborn (-Newsome),F,30,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze,China,1,1739,1739
Michael John York,M,24,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Silver,Spain,1,636,636
Michael John York,M,28,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Bronze,United States of America,5,898,1944.05
Michael John York,M,32,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze,Australia,1,1332,1332
Nicola Zagame,F,21,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze,United Kingdom,1,2569,2569
